-405.70551	21454.70551	466.09822	1.11799E-4
-404.75853	21453.75853	466.11879	1.28356E-4
-403.81208	21452.81208	466.13936	1.08713E-4
-402.86526	21451.86526	466.15993	1.32029E-4
-401.91853	21450.91853	466.1805	1.40458E-4
-400.97189	21449.97189	466.20108	1.16429E-4
-400.02532	21449.02532	466.22165	1.39054E-4
-399.07929	21448.07929	466.24222	1.0253E-4
-398.13289	21447.13289	466.26279	1.7617E-4
-397.18658	21446.18658	466.28336	1.24788E-4
-396.24035	21445.24035	466.30394	1.16997E-4
-395.29421	21444.29421	466.32451	1.46355E-4
-394.34815	21443.34815	466.34508	1.12227E-4
-393.40261	21442.40261	466.36565	1.62842E-4
-392.45672	21441.45672	466.38622	1.17248E-4
-391.51225	21440.51225	466.40677	1.18239E-4
-390.56652	21439.56652	466.42734	1.26651E-4
-389.62088	21438.62088	466.44791	8.58118E-5
-388.67576	21437.67576	466.46848	9.11922E-5
-387.73163	21436.73163	466.48902	1.49174E-4
-386.78623	21435.78623	466.5096	1.48472E-4
-385.84092	21434.84092	466.53017	1.87208E-4
-384.89569	21433.89569	466.55074	1.95936E-4
-383.95234	21432.95234	466.57128	2.47117E-4
-383.00728	21432.00728	466.59185	5.11529E-4
-382.0623	21431.0623	466.61243	2.9856E-4
-381.11875	21430.11875	466.63297	1.54707E-4
-380.17393	21429.17393	466.65355	1.36833E-4
-379.23099	21428.23099	466.67408	2.08849E-4
-378.28635	21427.28635	466.69465	1.94338E-4
-377.34313	21426.34313	466.7152	1.44497E-4
-376.39865	21425.39865	466.73577	1.28994E-4
-375.4556	21424.4556	466.75632	1.33007E-4
-374.51173	21423.51173	466.77688	1.50136E-4
-373.56884	21422.56884	466.79743	1.27578E-4
-372.6247	21421.6247	466.818	1.42684E-4
-371.68197	21420.68197	466.83854	1.93752E-4
-370.73978	21419.73978	466.85908	1.30196E-4
-369.79589	21418.79589	466.87965	1.7184E-4
-368.85341	21417.85341	466.9002	1.98685E-4
-367.91102	21416.91102	466.92074	2.18131E-4
-366.96871	21415.96871	466.94129	1.85179E-4
-366.0256	21415.0256	466.96185	1.81787E-4
-365.08346	21414.08346	466.9824	1.69668E-4
-364.1414	21413.1414	467.00294	1.38757E-4
-363.19942	21412.19942	467.02349	1.63901E-4
-362.25664	21411.25664	467.04405	1.65884E-4
-361.31483	21410.31483	467.06459	1.59815E-4
-360.3731	21409.3731	467.08514	1.67501E-4
-359.43146	21408.43146	467.10568	2.05029E-4
-358.48989	21407.48989	467.12623	1.80516E-4
-357.54886	21406.54886	467.14676	2.09647E-4
-356.60747	21405.60747	467.16731	1.47604E-4
-355.66615	21404.66615	467.18785	1.65672E-4
-354.72492	21403.72492	467.2084	1.13375E-4
-353.78422	21402.78422	467.22893	1.63937E-4
-352.84316	21401.84316	467.24948	2.91177E-4
-351.90218	21400.90218	467.27002	3.09541E-4
-350.96128	21399.96128	467.29057	1.69874E-4
-350.02091	21399.02091	467.3111	1.20302E-4
-349.08017	21398.08017	467.33164	2.30723E-4
-348.13952	21397.13952	467.35219	1.68777E-4
-347.20029	21396.20029	467.3727	1.57037E-4
-346.26025	21395.26025	467.39324	1.24228E-4
-345.31985	21394.31985	467.41378	8.84209E-5
-344.37953	21393.37953	467.43433	1.64642E-4
-343.44063	21392.44063	467.45484	2.06067E-4
-342.50092	21391.50092	467.47538	1.5656E-4
-341.56085	21390.56085	467.49592	1.38485E-4
-340.62086	21389.62086	467.51647	1.13734E-4
-339.68229	21388.68229	467.53698	1.36431E-4
-338.74291	21387.74291	467.55752	1.92185E-4
-337.8045	21386.8045	467.57803	2.3356E-4
-336.86484	21385.86484	467.59858	1.41031E-4
-335.92526	21384.92526	467.61912	1.16302E-4
-334.98755	21383.98755	467.63963	1.61006E-4
-334.04814	21383.04814	467.66017	2.05693E-4
-333.11015	21382.11015	467.68069	1.35924E-4
-332.1709	21381.1709	467.70123	1.29227E-4
-331.23351	21380.23351	467.72174	1.3354E-4
-330.29443	21379.29443	467.74228	1.00836E-4
-329.35677	21378.35677	467.7628	1.50829E-4
-328.41919	21377.41919	467.78331	1.28134E-4
-327.4808	21376.4808	467.80385	1.43442E-4
-326.54338	21375.54338	467.82436	1.19424E-4
-325.60604	21374.60604	467.84488	1.12406E-4
-324.66745	21373.66745	467.86542	1.59353E-4
-323.73073	21372.73073	467.88593	1.12365E-4
-322.79364	21371.79364	467.90645	1.75611E-4
-321.8553	21370.8553	467.92699	2.12201E-4
-320.91882	21369.91882	467.9475	1.32942E-4
-319.98198	21368.98198	467.96801	1.57878E-4
-319.04522	21368.04522	467.98853	1.6517E-4
