2760.52381	23809.52381	0.19031
2754.85622	23803.85622	0.17839
2749.19134	23798.19134	0.17964
2743.52915	23792.52915	0.17513
2737.86965	23786.86965	0.17239
2732.21284	23781.21284	0.17743
2726.55873	23775.55873	0.17619
2720.9073	23769.9073	0.17122
2715.25856	23764.25856	0.17423
2709.6125	23758.6125	0.1733
2703.96912	23752.96912	0.17985
2698.32843	23747.32843	0.17709
2692.69041	23741.69041	0.17558
2687.05507	23736.05507	0.17516
2681.4224	23730.4224	0.1728
2675.79241	23724.79241	0.1622
2670.16509	23719.16509	0.16101
2664.54043	23713.54043	0.17428
2658.91844	23707.91844	0.16825
2653.29912	23702.29912	0.17083
2647.68246	23696.68246	0.17821
2642.06847	23691.06847	0.18538
2636.45713	23685.45713	0.18009
2630.84845	23679.84845	0.19371
2625.24242	23674.24242	0.18656
2619.63905	23668.63905	0.19327
2614.03833	23663.03833	0.2007
2608.44026	23657.44026	0.20495
2602.84484	23651.84484	0.21688
2597.25207	23646.25207	0.23279
2591.66194	23640.66194	0.22472
2586.07445	23635.07445	0.21677
2580.4896	23629.4896	0.20814
2574.90739	23623.90739	0.20196
2569.32782	23618.32782	0.2115
2563.75089	23612.75089	0.21909
2558.17658	23607.17658	0.22277
2552.60491	23601.60491	0.22106
2547.03587	23596.03587	0.22006
2541.46945	23590.46945	0.23039
2535.90566	23584.90566	0.22944
2530.34449	23579.34449	0.23879
2524.78595	23573.78595	0.26138
2519.23003	23568.23003	0.25894
2513.67672	23562.67672	0.26743
2508.12603	23557.12603	0.25832
2502.57796	23551.57796	0.24825
2497.03249	23546.03249	0.25481
2491.48964	23540.48964	0.26014
2485.9494	23534.9494	0.26157
2480.41176	23529.41176	0.28555
2474.87673	23523.87673	0.28357
2469.34431	23518.34431	0.27443
2463.81448	23512.81448	0.24318
2458.28726	23507.28726	0.22804
2452.76263	23501.76263	0.21952
2447.2406	23496.2406	0.22952
2441.72117	23490.72117	0.2134
2436.20432	23485.20432	0.22153
2430.69007	23479.69007	0.22439
2425.1784	23474.1784	0.22609
2419.66933	23468.66933	0.22911
2414.16283	23463.16283	0.22388
2408.65893	23457.65893	0.22667
2403.1576	23452.1576	0.2409
2397.65885	23446.65885	0.23604
2392.16268	23441.16268	0.2341
2386.66909	23435.66909	0.22767
2381.17807	23430.17807	0.22865
2375.68962	23424.68962	0.22711
2370.20375	23419.20375	0.23286
2364.72044	23413.72044	0.23821
2359.2397	23408.2397	0.27478
2353.76153	23402.76153	0.28544
2348.28591	23397.28591	0.30156
2342.81287	23391.81287	0.28553
2337.34238	23386.34238	0.28961
2331.87444	23380.87444	0.29223
2326.40907	23375.40907	0.30395
2320.94625	23369.94625	0.32195
2315.48598	23364.48598	0.32192
2310.02826	23359.02826	0.32437
2304.5731	23353.5731	0.31849
2299.12048	23348.12048	0.32712
2293.6704	23342.6704	0.33931
2288.22287	23337.22287	0.36408
2282.77788	23331.77788	0.40285
2277.33543	23326.33543	0.43511
2271.89552	23320.89552	0.45519
2266.45815	23315.45815	0.46988
2261.02331	23310.02331	0.46246
2255.591	23304.591	0.44635
2250.16123	23299.16123	0.42747
2244.73399	23293.73399	0.42699
2239.30927	23288.30927	0.43706
2233.88708	23282.88708	0.46054
2228.46741	23277.46741	0.46603
2223.05027	23272.05027	0.48421
2217.63564	23266.63564	0.51413
2212.22354	23261.22354	0.53609
2206.81395	23255.81395	0.56886
2201.40688	23250.40688	0.58728
2196.00232	23245.00232	0.58614
2190.60028	23239.60028	0.60582
2185.20074	23234.20074	0.57183
2179.80372	23228.80372	0.55972
